observation,tempC_7to8,tempC_1to2,tempC_6to7,tempC_avg,humidity_7to8,humidity_1to2,humidity_6to7,humidity_avg,windspeedKmph_7to8,windspeedKmph_1to2,windspeedKmph_6to7,windspeedKmph_avg,pressureMB_7to8,pressureMB_1to2,pressureMB_6to7,pressureMB_avg,precipMM_7to8,precipMM_1to2,precipMM_6to7,precipMM_avg,weatherDesc_7to8,weatherDesc_1to2,weatherDesc_6to7,%_soil_moisure,soil_pH,water_pH,water_TDS_mgpl
2019-09-02,24,24,22,23,87,87,95,89,21,20,18,19,1006,1004,1005,1005,0.0,0.2,0.1,0.1,Light rain shower,Light rain shower,Light rain shower,53,6.65,8.06,1707.0
2019-09-03,24,25,22,23,90,85,93,89,18,26,27,23,1006,1003,1005,1004,0.0,0.6,0.0,0.19999999999999998,Overcast,Moderate or heavy rain shower,Partly cloudy,52,6.56,6.63,1710.0
2019-09-04,25,23,23,23,89,93,95,92,25,24,22,23,1003,1002,1003,1002,0.1,0.7,2.4,1.0666666666666667,Light rain shower,Moderate or heavy rain shower,Moderate rain,52,6.81,8.37,1708.0
2019-09-06,24,25,23,24,91,87,94,90,24,28,31,27,1003,1001,1003,1002,0.0,0.6,0.2,0.26666666666666666,Cloudy,Moderate or heavy rain shower,Light rain shower,51,6.91,8.42,1709.0
2019-09-07,24,26,23,24,90,84,94,89,28,30,32,30,1003,1001,1003,1002,0.0,0.4,0.4,0.26666666666666666,Light rain shower,Light rain shower,Light rain shower,54,7.39,7.81,1707.0
2019-09-08,23,24,23,23,93,89,93,91,26,26,24,25,1005,1003,1005,1004,0.1,0.1,0.2,0.13333333333333333,Light rain shower,Light rain shower,Light rain shower,55,6.72,8.25,1710.0
2019-09-09,23,23,23,23,97,96,95,96,24,26,28,26,1005,1003,1004,1004,1.9,6.7,0.2,2.9333333333333336,Torrential rain shower,Heavy rain,Light rain shower,52,6.6,6.6,1707.0
2019-09-10,23,25,22,23,92,86,95,91,22,31,28,27,1005,1003,1005,1004,0.2,0.2,0.2,0.2,Light rain shower,Light rain shower,Light rain shower,55,7.38,7.35,1708.0
2019-09-11,23,25,22,23,93,88,95,92,19,24,23,22,1007,1006,1009,1007,0.2,0.7,0.1,0.3333333333333333,Light drizzle,Moderate or heavy rain shower,Light rain shower,53,6.86,7.2,1707.0
2019-09-12,22,24,22,22,94,84,92,90,16,23,18,19,1009,1007,1009,1008,0.2,0.0,0.0,0.06666666666666667,Light rain,Light rain shower,Cloudy,53,7.22,7.46,1707.0
2019-09-13,23,24,22,23,92,89,95,92,20,17,14,17,1009,1007,1009,1008,0.3,0.3,0.0,0.19999999999999998,Light rain shower,Light rain shower,Mist,53,6.83,8.35,1709.0
2019-09-14,23,23,22,22,92,91,94,92,18,19,15,17,1009,1007,1009,1008,0.1,0.1,0.0,0.06666666666666667,Light rain shower,Light rain shower,Partly cloudy,53,7.05,7.38,1708.0
2019-09-15,23,24,22,23,92,86,96,91,11,19,15,15,1009,1007,1009,1008,0.1,0.3,0.0,0.13333333333333333,Light drizzle,Light rain shower,Mist,55,7.2,8.01,1629.25
2019-09-16,25,26,24,25,86,82,90,86,17,22,20,19,1009,1006,1006,1007,0.1,0.3,0.8,0.4,Light rain shower,Light rain shower,Cloudy,53,6.96,7.46,1707.0
2019-09-17,25,26,22,24,86,83,93,87,15,22,19,18,1008,1005,1007,1006,0.0,1.0,0.0,0.3333333333333333,Overcast,Moderate or heavy rain shower,Partly cloudy,51,7.12,8.07,1709.0
2019-09-18,25,27,24,25,83,78,91,84,9,16,15,13,1008,1006,1008,1007,0.0,0.2,1.3,0.5,Partly cloudy,Patchy rain possible,Moderate or heavy rain shower,52,7.34,6.96,1707.0
2019-09-19,24,28,24,25,88,74,88,83,6,10,9,8,1008,1004,1007,1006,0.4,0.6,3.1,1.3666666666666667,Light rain shower,Moderate or heavy rain shower,Moderate or heavy rain shower,54,6.64,6.61,1708.0
2019-09-20,25,26,23,24,85,81,91,85,2,15,16,11,1007,1004,1006,1005,0.0,1.0,0.4,0.4666666666666667,Light drizzle,Moderate or heavy rain shower,Light rain shower,53,6.92,6.92,1707.0
2019-09-21,25,28,24,25,81,74,90,81,8,14,15,12,1007,1004,1006,1005,0.0,0.4,0.9,0.43333333333333335,Sunny,Patchy rain possible,Light rain shower,53,7.25,8.05,1708.0
2019-09-22,26,28,23,25,78,75,94,82,5,12,16,11,1008,1006,1008,1007,0.0,0.3,0.9,0.4,Patchy rain possible,Patchy rain possible,Light rain shower,53,6.79,6.92,1708.0
2019-09-23,25,27,23,25,82,78,95,85,5,7,13,8,1010,1007,1010,1009,0.0,0.5,1.1,0.5333333333333333,Partly cloudy,Light rain shower,Light rain shower,55,7.11,6.87,1709.0
2019-09-24,25,28,24,25,75,70,92,79,5,11,18,11,1010,1006,1008,1008,0.0,0.0,1.9,0.6333333333333333,Sunny,Partly cloudy,Moderate or heavy rain shower,52,7.08,7.56,1708.0
2019-09-25,26,28,23,25,83,77,95,85,4,5,13,7,1009,1006,1009,1008,0.2,0.8,1.7,0.9,Light rain shower,Moderate or heavy rain shower,Moderate or heavy rain shower,53,7.44,7.57,1708.0
2019-09-26,24,27,23,24,88,82,95,88,12,13,9,11,1010,1007,1010,1009,0.0,1.5,4.4,1.9666666666666668,Patchy light drizzle,Moderate or heavy rain shower,Torrential rain shower,53,7.38,7.17,1710.0
2019-09-27,23,25,22,23,91,84,95,90,8,13,17,12,1013,1010,1012,1011,0.0,0.2,0.1,0.1,Light drizzle,Light rain shower,Light rain shower,54,7.4,7.9,1709.0
2019-09-28,24,25,23,24,84,76,87,82,15,26,24,21,1012,1009,1009,1010,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,52,7.47,7.5,1707.0
2019-09-29,24,26,22,24,83,78,95,85,17,23,18,19,1012,1011,1013,1012,0.0,0.2,0.1,0.1,Partly cloudy,Patchy rain possible,Patchy rain possible,53,6.89,7.64,1708.0
2019-09-30,24,26,22,24,83,80,94,85,19,24,20,21,1012,1009,1012,1011,0.0,0.5,0.0,0.16666666666666666,Partly cloudy,Patchy rain possible,Partly cloudy,50,6.93,7.1,1625.45
2019-10-01,24,25,22,23,87,82,95,88,17,24,18,19,1012,1010,1013,1011,0.0,0.3,0.0,0.09999999999999999,Cloudy,Light rain shower,Mist,53,7.33,7.82,1708.0
2019-10-02,24,26,22,24,86,81,95,87,12,16,12,13,1014,1011,1012,1012,0.0,0.6,0.7,0.4333333333333333,Cloudy,Moderate or heavy rain shower,Light rain shower,52,6.93,6.72,1709.0
2019-10-03,24,27,24,25,82,71,88,80,8,10,10,9,1013,1010,1010,1011,0.0,0.1,0.2,0.1,Partly cloudy,Patchy rain possible,Mist,50,6.55,7.18,1709.0
2019-10-04,25,27,23,25,79,73,90,80,5,4,9,6,1013,1010,1011,1011,0.0,0.2,0.7,0.3,Sunny,Patchy rain possible,Patchy rain possible,55,6.92,7.98,1708.0
2019-10-05,25,28,24,25,74,65,86,75,5,11,4,6,1012,1009,1011,1010,0.0,0.6,1.6,0.7333333333333334,Partly cloudy,Patchy rain possible,Moderate or heavy rain shower,53,7.32,8.35,1708.0
2019-10-06,26,28,24,26,73,68,84,75,6,8,8,7,1012,1009,1012,1011,0.0,0.6,2.2,0.9333333333333333,Sunny,Moderate or heavy rain shower,Moderate or heavy rain shower,52,6.72,6.75,1710.0
2019-10-07,26,28,23,25,74,65,87,75,6,10,7,7,1013,1010,1012,1011,0.0,0.5,1.2,0.5666666666666667,Sunny,Light rain shower,Moderate or heavy rain shower,50,7.15,7.52,1707.0
2019-10-08,26,29,24,26,74,64,83,73,7,13,7,9,1012,1009,1011,1010,0.0,0.2,0.4,0.2,Sunny,Light rain shower,Patchy rain possible,55,7.49,6.5,1707.0
2019-10-10,25,29,25,26,69,57,75,67,12,13,6,10,1012,1009,1011,1010,0.0,0.0,0.2,0.06666666666666667,Sunny,Sunny,Patchy rain possible,51,7.01,6.9,1707.0
2019-10-11,26,28,24,26,74,66,83,74,9,10,5,8,1012,1009,1010,1010,0.0,0.6,0.5,0.36666666666666664,Sunny,Moderate or heavy rain shower,Patchy rain possible,50,7.0,8.17,1709.0
2019-10-12,26,28,24,26,75,67,74,72,10,11,5,8,1012,1009,1012,1011,0.0,0.2,0.0,0.06666666666666667,Sunny,Patchy rain possible,Partly cloudy,53,7.17,6.61,1710.0
2019-10-13,26,28,24,26,75,64,77,72,11,11,7,9,1013,1010,1013,1012,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Partly cloudy,50,6.68,7.37,1708.0
2019-10-14,25,28,23,25,68,56,60,61,11,14,13,12,1014,1010,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,53,6.59,8.0,1708.0
2019-10-15,25,28,23,25,63,54,63,60,13,22,14,16,1014,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,52,7.02,6.93,1631.15
2019-10-16,25,28,23,25,69,51,62,60,13,19,12,14,1014,1010,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,55,6.54,7.27,1710.0
2019-10-17,25,28,23,25,70,55,68,64,11,16,8,11,1014,1010,1012,1012,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Clear,51,6.84,6.52,1710.0
2019-10-18,25,25,21,23,73,75,89,79,13,14,4,10,1013,1010,1012,1011,0.0,0.6,0.0,0.19999999999999998,Partly cloudy,Light rain shower,Cloudy,55,6.87,6.87,1707.0
2019-10-19,21,21,21,21,94,94,96,94,22,24,11,19,1014,1012,1014,1013,0.5,0.5,4.2,1.7333333333333334,Light rain,Light rain,Heavy rain,54,6.89,7.12,1710.0
2019-10-20,20,19,19,19,95,91,94,93,18,16,11,15,1015,1012,1013,1013,1.1,0.6,0.2,0.6333333333333333,Moderate rain,Moderate rain at times,Patchy light drizzle,52,7.14,6.85,1708.0
2019-10-21,21,24,22,22,93,85,94,90,15,20,18,17,1013,1009,1011,1011,0.6,0.1,0.1,0.26666666666666666,Moderate rain,Light rain shower,Light rain shower,51,6.55,6.94,1709.0
2019-10-22,22,25,22,23,91,85,92,89,19,15,8,14,1011,1007,1009,1009,0.0,0.8,0.9,0.5666666666666667,Cloudy,Moderate or heavy rain shower,Light rain shower,54,7.0,6.64,1708.0
2019-10-23,22,24,22,22,90,85,93,89,18,19,15,17,1009,1006,1008,1007,0.0,0.2,1.5,0.5666666666666667,Cloudy,Light rain shower,Moderate or heavy rain shower,54,7.22,6.55,1710.0
2019-10-24,22,24,22,22,90,81,93,88,26,26,25,25,1008,1006,1008,1007,0.0,0.0,1.3,0.43333333333333335,Cloudy,Light rain shower,Moderate or heavy rain shower,50,7.27,8.18,1707.0
2019-10-25,22,23,22,22,91,89,90,90,25,24,18,22,1009,1006,1008,1007,0.0,0.0,0.2,0.06666666666666667,Cloudy,Light rain shower,Patchy rain possible,53,6.51,7.02,1709.0
2019-10-26,22,24,22,22,92,85,94,90,20,20,15,18,1009,1008,1010,1009,0.1,0.6,0.1,0.26666666666666666,Light rain shower,Moderate or heavy rain shower,Light rain shower,52,7.4,6.92,1707.0
2019-10-27,24,26,23,24,84,71,77,77,19,17,6,14,1010,1008,1012,1010,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,50,7.0,6.6,1710.0
2019-10-28,24,28,24,25,82,69,86,79,11,16,6,11,1013,1010,1012,1011,0.0,0.1,0.3,0.13333333333333333,Partly cloudy,Patchy rain possible,Patchy rain possible,53,7.37,6.77,1707.0
2019-10-29,24,28,24,25,83,70,82,78,9,14,9,10,1013,1010,1012,1011,0.0,0.5,0.2,0.23333333333333334,Sunny,Patchy rain possible,Patchy rain possible,50,7.44,8.06,1709.0
2019-10-30,25,28,24,25,82,69,83,78,13,16,7,12,1013,1009,1012,1011,0.0,0.4,0.6,0.3333333333333333,Sunny,Patchy rain possible,Patchy rain possible,52,6.83,8.24,1632.1
2019-10-31,24,27,23,24,80,69,83,77,10,12,5,9,1012,1009,1011,1010,0.0,0.1,0.8,0.30000000000000004,Sunny,Sunny,Light rain shower,54,7.09,7.82,1708.0
2019-11-01,23,25,22,23,84,82,93,86,18,20,11,16,1011,1008,1011,1010,0.0,0.3,1.5,0.6,Cloudy,Light rain shower,Moderate or heavy rain shower,41,6.91,8.03,1709.0
2019-11-02,24,27,23,24,81,55,76,70,14,15,6,11,1013,1010,1013,1012,0.0,0.0,0.0,0.0,Cloudy,Sunny,Partly cloudy,41,6.9,7.98,1709.0
2019-11-03,25,28,23,25,77,64,89,76,7,10,4,7,1015,1012,1015,1014,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Clear,43,6.77,7.55,1707.0
2019-11-04,25,28,24,25,74,54,78,68,5,10,5,6,1016,1013,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,6.91,7.99,1710.0
2019-11-05,26,29,24,26,67,52,76,65,6,7,5,6,1014,1010,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,6.79,8.32,1710.0
2019-11-06,26,28,24,26,65,56,73,64,8,5,4,5,1011,1007,1009,1009,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Clear,45,6.97,7.77,1709.0
2019-11-07,25,27,22,24,72,66,90,76,8,24,21,17,1010,1007,1010,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,7.33,7.87,1707.0
2019-11-08,23,26,22,23,80,64,91,78,7,12,14,11,1011,1009,1012,1010,0.0,0.1,0.1,0.06666666666666667,Partly cloudy,Patchy rain possible,Patchy rain possible,41,7.32,8.36,1708.0
2019-11-09,24,28,23,25,73,49,70,64,4,9,8,7,1012,1010,1012,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,40,7.13,8.02,1710.0
2019-11-10,25,27,24,25,68,52,68,62,6,10,7,7,1013,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Clear,45,7.13,7.6,1707.0
2019-11-11,25,28,24,25,68,46,68,60,9,10,3,7,1013,1010,1012,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,6.63,8.2,1707.0
2019-11-13,24,27,23,24,67,52,60,59,12,17,9,12,1015,1012,1015,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,40,7.27,8.4,1710.0
2019-11-14,22,26,21,23,62,45,56,54,13,17,10,13,1015,1012,1014,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,6.99,6.83,1707.0
2019-11-15,23,27,24,24,72,57,75,68,11,9,7,9,1015,1011,1013,1013,0.0,0.0,0.3,0.09999999999999999,Cloudy,Partly cloudy,Patchy rain possible,43,6.82,7.82,1624.5
2019-11-16,21,27,25,24,83,62,74,73,11,12,3,8,1013,1012,1012,1012,0.0,0.0,0.8,0.26666666666666666,Partly cloudy,Light rain shower,Patchy rain possible,45,6.82,8.39,1709.0
2019-11-17,22,27,24,24,72,53,61,62,10,13,12,11,1014,1013,1013,1013,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,40,6.78,7.57,1708.0
2019-11-18,22,27,24,24,62,41,52,51,8,15,11,11,1015,1013,1012,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Partly cloudy,42,7.08,8.13,1710.0
2019-11-19,20,28,25,24,64,40,49,51,9,8,7,8,1014,1012,1011,1012,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,43,7.47,8.18,1709.0
2019-11-20,20,27,25,24,61,41,50,50,9,10,3,7,1013,1012,1011,1012,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,45,7.31,7.68,1710.0
2019-11-21,20,27,25,24,68,49,56,57,11,14,8,11,1013,1013,1012,1012,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,44,6.52,6.84,1709.0
2019-11-22,20,27,26,24,68,50,54,57,11,12,7,10,1015,1014,1013,1014,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,41,7.28,7.33,1709.0
2019-11-23,24,28,26,26,60,46,53,53,10,11,5,8,1016,1012,1012,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Partly cloudy,41,7.02,7.59,1707.0
2019-11-24,24,28,23,25,53,41,48,47,10,14,6,10,1015,1011,1014,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,6.7,6.8,1707.0
2019-11-25,23,28,24,25,59,40,46,48,10,17,9,12,1015,1010,1011,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Partly cloudy,40,7.06,8.06,1709.0
2019-11-26,23,29,23,25,60,39,53,50,12,17,6,11,1014,1010,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,6.66,8.04,1708.0
2019-11-27,24,28,23,25,58,35,52,48,12,16,7,11,1014,1011,1013,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,6.85,8.28,1709.0
2019-11-28,23,29,24,25,56,40,57,51,10,14,6,10,1015,1011,1013,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,40,6.6,7.24,1710.0
2019-11-29,24,29,24,25,56,43,57,52,10,13,7,10,1015,1011,1013,1013,0.0,0.0,0.0,0.0,Partly cloudy,Sunny,Clear,41,7.3,6.83,1710.0
2019-11-30,24,28,24,25,60,50,59,56,6,11,8,8,1014,1011,1013,1012,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Clear,40,6.95,7.97,1624.5
2019-12-01,24,28,23,25,60,49,69,59,11,13,7,10,1015,1011,1013,1013,0.0,0.0,0.1,0.03333333333333333,Partly cloudy,Partly cloudy,Patchy rain possible,42,7.49,7.2,1707.0
2019-12-02,24,28,24,25,65,46,60,57,11,15,10,12,1014,1011,1013,1012,0.0,0.0,0.0,0.0,Partly cloudy,Sunny,Clear,44,6.57,8.3,1707.0
2019-12-03,24,28,24,25,69,48,57,58,15,22,13,16,1015,1011,1014,1013,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Clear,41,6.72,7.53,1709.0
2019-12-04,24,27,25,25,70,49,55,58,16,24,14,18,1015,1013,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Cloudy,45,6.51,6.92,1707.0
2019-12-05,21,27,25,24,60,44,50,51,15,18,12,15,1016,1015,1015,1015,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,45,6.54,7.33,1708.0
2019-12-06,20,27,23,23,58,38,40,45,12,16,12,13,1016,1015,1014,1015,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,44,7.5,8.16,1709.0
2019-12-07,18,25,24,22,49,36,42,42,12,15,9,12,1015,1014,1013,1014,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,43,6.83,7.12,1708.0
2019-12-08,22,28,22,24,56,38,52,48,10,11,7,9,1016,1013,1015,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,6.86,8.31,1710.0
2019-12-09,22,28,23,24,66,44,63,57,8,8,9,8,1016,1013,1015,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Partly cloudy,41,6.89,6.61,1710.0
2019-12-10,24,29,23,25,54,38,63,51,7,6,9,7,1015,1011,1013,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,6.66,6.61,1710.0
2019-12-11,24,28,22,24,57,40,67,54,4,6,10,6,1014,1009,1012,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,7.26,8.12,1709.0
2019-12-12,24,27,21,24,61,43,54,52,2,10,12,8,1013,1009,1012,1011,0.0,0.0,0.0,0.0,Partly cloudy,Sunny,Clear,45,7.09,8.18,1707.0
2019-12-13,22,27,20,23,52,38,69,53,6,7,10,7,1015,1012,1015,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,40,6.59,8.46,1710.0
2019-12-14,22,27,20,23,61,37,55,51,7,11,10,9,1017,1013,1016,1015,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,45,6.74,8.24,1708.0
2019-12-15,22,28,22,24,58,40,60,52,7,9,8,8,1016,1012,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,44,6.82,8.02,1627.35
2019-12-17,21,27,21,23,67,44,59,56,12,13,7,10,1017,1013,1015,1015,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Clear,40,6.59,6.63,1709.0
2019-12-18,21,27,22,23,69,40,52,53,9,11,6,8,1018,1014,1016,1016,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,40,6.71,7.16,1707.0
2019-12-19,23,28,22,24,54,34,51,46,6,8,8,7,1017,1012,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,6.58,7.58,1710.0
2019-12-20,23,28,22,24,62,36,58,52,6,7,6,6,1015,1011,1014,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,43,6.7,6.73,1709.0
2019-12-21,23,28,22,24,54,32,45,43,4,10,6,6,1014,1010,1013,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,6.84,7.78,1708.0
2019-12-22,22,28,23,24,52,42,56,50,8,16,8,10,1015,1010,1014,1013,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Clear,42,7.27,7.42,1709.0
2019-12-23,23,28,23,24,59,45,67,57,11,13,10,11,1014,1010,1012,1012,0.0,0.0,0.2,0.06666666666666667,Sunny,Partly cloudy,Patchy rain possible,42,7.44,7.55,1709.0
2019-12-24,24,28,24,25,61,49,66,58,5,10,9,8,1015,1011,1014,1013,0.0,0.0,0.4,0.13333333333333333,Partly cloudy,Partly cloudy,Light rain shower,45,6.95,7.14,1707.0
2019-12-25,23,26,23,24,72,60,72,68,4,5,4,4,1014,1012,1015,1013,0.0,0.0,0.0,0.0,Patchy light drizzle,Partly cloudy,Overcast,40,6.64,7.77,1710.0
2019-12-26,23,27,21,23,64,50,56,56,6,7,9,7,1014,1011,1013,1012,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Clear,41,7.16,7.15,1710.0
2019-12-27,19,26,20,21,61,37,51,49,14,17,9,13,1014,1011,1013,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,6.72,7.84,1708.0
2019-12-28,18,26,20,21,61,43,62,55,16,23,15,18,1015,1011,1014,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,42,7.33,7.33,1708.0
2019-12-29,19,26,20,21,48,47,68,54,15,14,9,12,1016,1011,1014,1013,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Clear,42,6.98,8.32,1709.0
2019-12-30,20,27,19,22,58,34,64,52,8,13,11,10,1014,1010,1013,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,7.24,7.8,1628.3
2019-12-31,21,25,18,21,58,23,51,44,5,10,9,8,1015,1011,1014,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,40,6.51,6.89,1710.0
2020-01-01,17,25,22,21,48,31,47,42,3,16,14,11,1013,1013,1012,1012,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Partly cloudy,42,7.07,7.12,1708.0
2020-01-02,17,26,23,22,56,36,49,47,4,14,13,10,1015,1014,1014,1014,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,42,6.57,7.49,1707.0
2020-01-03,16,24,22,20,56,30,37,41,5,9,13,9,1016,1014,1013,1014,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,43,7.23,8.32,1708.0
2020-01-04,17,24,24,21,65,40,43,49,5,9,6,6,1015,1013,1012,1013,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,40,6.7,8.49,1710.0
2020-01-05,15,24,23,20,61,41,45,49,15,21,12,16,1014,1013,1012,1013,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Partly cloudy,45,7.4,7.54,1707.0
2020-01-06,16,26,27,23,68,42,47,52,16,17,7,13,1015,1014,1013,1014,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,40,6.63,8.41,1710.0
2020-01-07,18,27,26,23,64,41,51,52,9,17,15,13,1014,1012,1011,1012,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,44,7.25,7.55,1709.0
2020-01-08,19,25,22,22,75,52,60,62,7,20,15,14,1013,1012,1011,1012,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Clear,40,7.22,7.05,1709.0
2020-01-09,16,24,23,21,56,31,33,40,6,12,8,8,1015,1013,1012,1013,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Clear,44,6.53,6.64,1708.0
2020-01-10,14,24,24,20,62,45,50,52,16,23,13,17,1015,1014,1012,1013,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,41,7.01,7.62,1708.0
2020-01-11,15,26,26,22,56,38,42,45,15,15,7,12,1015,1014,1013,1014,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,40,7.43,6.89,1708.0
2020-01-12,18,28,27,24,59,34,40,44,11,13,10,11,1015,1014,1012,1013,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,43,6.63,7.67,1709.0
2020-01-13,19,26,22,22,71,49,70,63,6,18,17,13,1013,1011,1010,1011,0.0,0.0,0.0,0.0,Partly cloudy,Patchy rain possible,Partly cloudy,41,7.05,8.21,1707.0
2020-01-14,17,26,25,22,80,41,48,56,4,11,13,9,1013,1012,1011,1012,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,43,6.68,6.92,1708.0
2020-01-15,17,25,23,21,61,40,55,52,4,18,19,13,1012,1011,1010,1011,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Clear,40,7.06,8.4,1632.1
2020-01-16,14,20,19,17,82,49,44,58,10,19,17,15,1014,1013,1012,1013,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Clear,40,6.51,7.03,1709.0
2020-01-17,12,22,24,19,56,25,30,37,6,9,8,7,1015,1014,1012,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,6.95,7.81,1708.0
2020-01-18,16,26,25,22,39,29,32,33,9,14,13,12,1014,1013,1011,1012,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Partly cloudy,41,6.51,8.19,1710.0
2020-01-20,17,28,27,24,57,30,34,40,8,10,12,10,1014,1013,1011,1012,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Clear,43,7.13,7.18,1710.0
2020-01-21,20,29,27,25,53,32,39,41,4,11,13,9,1014,1013,1012,1013,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,44,6.96,6.98,1709.0
2020-01-22,20,29,29,26,49,31,34,38,5,10,6,7,1016,1014,1013,1014,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,45,7.48,8.13,1709.0
2020-01-23,21,29,29,26,45,31,32,36,7,9,5,7,1015,1014,1012,1013,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,44,7.19,6.89,1707.0
2020-01-24,19,30,31,26,56,29,31,38,10,9,7,8,1015,1014,1012,1013,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,40,7.43,6.81,1708.0
2020-01-25,21,30,28,26,41,21,21,27,5,9,13,9,1015,1013,1011,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,7.07,8.36,1710.0
2020-01-26,21,30,30,27,26,18,22,22,7,8,9,8,1013,1012,1010,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,41,6.91,7.29,1710.0
